name,date,price,maxp,minp,qty,opnp
TFFIF,2026-03-25,6.5,6.55,6.45,2964896,6.5
WHAIR,2026-03-26,6.9,6.95,6.85,264618,6.9
TFFIF,2026-03-26,6.5,6.55,6.45,1163580,6.5
WHAIR,2026-03-27,6.95,6.95,6.85,698510,6.9
TFFIF,2026-03-27,6.55,6.55,6.45,3308921,6.5
WHAIR,2026-03-30,6.9,7.0,6.9,146833,6.95
TFFIF,2026-03-30,6.5,6.55,6.5,846368,6.5
WHAIR,2026-03-31,6.9,7.0,6.85,1191770,6.95
TFFIF,2026-03-31,6.6,6.6,6.5,1731917,6.5
TFFIF,2026-04-01,6.6,6.65,6.55,1223570,6.6
WHAIR,2026-04-01,6.95,7.0,6.85,417421,6.9
TFFIF,2026-04-02,6.55,6.65,6.55,1092913,6.55
WHAIR,2026-04-02,7.0,7.0,6.9,668078,6.95
WHAIR,2026-04-03,7.0,7.0,6.95,206950,7.0
TFFIF,2026-04-03,6.6,6.6,6.55,409879,6.55
WHAIR,2026-04-07,6.95,7.0,6.9,584283,7.0
TFFIF,2026-04-07,6.55,6.6,6.55,1022650,6.55
WHAIR,2026-04-08,7.05,7.05,6.95,1113125,6.95
TFFIF,2026-04-08,6.6,6.6,6.55,1247643,6.6
WHAIR,2026-04-09,7.05,7.1,7.0,402016,7.0
TFFIF,2026-04-09,6.6,6.6,6.55,704745,6.55
WHAIR,2026-04-10,7.05,7.05,7.0,229634,7.05
TFFIF,2026-04-10,6.6,6.6,6.55,1400177,6.6
TFFIF,2026-04-16,6.5,6.6,6.5,4078803,6.55
WHAIR,2026-04-16,7.05,7.1,7.0,681574,7.0
WHAIR,2026-04-17,7.1,7.15,7.1,934493,7.1
TFFIF,2026-04-17,6.5,6.55,6.5,3686594,6.55
WHAIR,2026-04-20,7.35,7.35,7.1,1037251,7.1
TFFIF,2026-04-20,6.55,6.55,6.45,3492380,6.5
WHAIR,2026-04-21,7.5,7.5,7.35,2143628,7.4
TFFIF,2026-04-21,6.5,6.55,6.5,4849873,6.55
WHAIR,2026-04-22,7.45,7.5,7.45,246533,7.5
TFFIF,2026-04-22,6.55,6.55,6.5,1307145,6.5
WHAIR,2026-04-23,7.3,7.45,7.2,1484840,7.45
TFFIF,2026-04-23,6.5,6.55,6.45,2114380,6.5
WHAIR,2026-04-24,7.25,7.3,7.2,699845,7.3
TFFIF,2026-04-24,6.5,6.55,6.45,1901716,6.55
WHAIR,2026-04-27,7.35,7.35,7.1,795452,7.25
TFFIF,2026-04-27,6.45,6.5,6.4,6737685,6.5
TFFIF,2026-04-28,6.5,6.5,6.45,2971506,6.5
WHAIR,2026-04-28,7.4,7.4,7.3,646318,7.35
